First_Derivative,Label
150.0,0
156.27905195293133,0
162.53332335643043,0
168.73813145857247,0
174.8689887164855,0
180.9016994374948,0
186.8124552684678,0
192.57792915650725,1
198.17536741017156,1
203.58267949789965,1
208.7785252292473,1
213.74239897486896,1
218.45471059286888,1
222.8968627421412,1
227.0513242775789,1
230.9016994374948,1
234.4327925502015,1
237.6306680043864,1
240.48270524660197,1
242.97764858882516,1
245.10565162951536,1
246.85831611286312,1
248.22872507286888,1
249.21147013144775,1
249.80267284282715,1
250.0,1
249.8026728428272,1
249.21147013144773,1
248.22872507286888,1
246.85831611286312,1
245.10565162951536,1
242.9776485888252,1
240.48270524660197,1
237.63066800438637,1
234.4327925502015,1
230.9016994374948,1
227.0513242775789,1
222.89686274214117,1
218.45471059286888,1
213.742398974869,1
208.7785252292473,1
203.58267949789968,1
198.17536741017156,1
192.57792915650728,1
186.81245526846783,0
180.9016994374948,0
174.86898871648552,0
168.73813145857247,0
162.53332335643046,0
156.27905195293135,0
150.0,0
143.72094804706867,0
137.46667664356957,0
131.26186854142753,0
125.13101128351454,0
119.09830056250529,0
113.1875447315322,0
107.42207084349278,-1
101.82463258982848,-1
96.41732050210037,-1
91.22147477075274,-1
86.25760102513104,-1
81.54528940713116,-1
77.10313725785883,-1
72.94867572242106,-1
69.09830056250526,-1
65.56720744979847,-1
62.36933199561365,-1
59.51729475339805,-1
57.02235141117485,-1
54.89434837048465,-1
53.141683887136864,-1
51.77127492713113,-1
50.78852986855223,-1
50.19732715717284,-1
50.0,-1
50.19732715717284,-1
50.78852986855223,-1
51.77127492713112,-1
53.14168388713688,-1
54.89434837048462,-1
57.02235141117484,-1
59.51729475339802,-1
62.36933199561368,-1
65.5672074497985,-1
69.09830056250523,-1
72.94867572242103,-1
77.10313725785878,-1
81.54528940713111,-1
86.25760102513104,-1
91.22147477075268,-1
96.4173205021003,-1
101.8246325898284,-1
107.42207084349268,-1
113.1875447315322,0
119.09830056250524,0
125.13101128351444,0
131.26186854142753,0
137.46667664356954,0
143.72094804706867,0
149.99999999999997,0
156.27905195293127,0
162.53332335643043,0
168.7381314585724,0
174.8689887164855,0
180.90169943749476,0
186.81245526846783,0
192.57792915650725,1
198.17536741017148,1
203.5826794978996,1
208.7785252292473,1
213.742398974869,1
218.45471059286888,1
222.89686274214117,1
227.05132427757889,1
230.9016994374948,1
234.43279255020155,1
237.63066800438637,1
240.48270524660197,1
242.9776485888251,1
245.1056516295153,1
246.85831611286312,1
248.22872507286888,1
249.21147013144773,1
249.8026728428272,1
250.0,1
249.80267284282715,1
249.21147013144773,1
248.22872507286883,1
246.85831611286312,1
245.10565162951536,1
242.9776485888252,1
240.4827052466019,1
237.63066800438637,1
234.4327925502015,1
230.9016994374948,1
227.05132427757889,1
222.8968627421411,1
218.4547105928688,1
213.74239897486896,1
208.7785252292473,1
203.5826794978997,1
198.17536741017148,1
192.5779291565072,1
186.8124552684678,0
180.9016994374948,0
174.86898871648555,0
168.7381314585724,0
162.5333233564304,0
156.27905195293133,0
150.00000000000003,0
143.72094804706873,0
137.46667664356968,0
131.2618685414275,0
125.13101128351452,0
119.0983005625053,0
113.18754473153228,0
107.42207084349285,-1
101.82463258982844,-1
96.41732050210037,-1
91.22147477075272,-1
86.2576010251311,-1
81.54528940713121,-1
77.10313725785893,-1
72.94867572242117,-1
69.09830056250537,-1
65.56720744979843,-1
62.36933199561362,-1
59.51729475339805,-1
57.02235141117487,-1
54.89434837048465,-1
53.14168388713691,-1
51.771274927131145,-1
50.788529868552246,-1
50.19732715717285,-1
50.000000000000014,-1
50.19732715717284,-1
50.788529868552246,-1
51.771274927131145,-1
53.141683887136864,-1
54.89434837048462,-1
57.02235141117484,-1
59.517294753398005,-1
62.36933199561358,-1
65.56720744979839,-1
69.09830056250522,-1
72.94867572242102,-1
77.10313725785888,-1
81.54528940713115,-1
86.25760102513102,-1
91.22147477075266,-1
96.41732050210028,-1
101.82463258982838,-1
107.4220708434926,-1
113.1875447315322,0
119.0983005625052,0
125.13101128351444,0
131.26186854142742,0
137.4666766435696,0
143.72094804706865,0
149.99999999999994,0
156.27905195293124,0
162.53332335643032,0
168.7381314585725,0
174.86898871648546,0
180.9016994374947,0
186.8124552684677,0
192.57792915650717,1
198.17536741017156,1
203.58267949789965,1
208.7785252292473,1
213.7423989748689,1
218.4547105928689,1
222.8968627421412,1
227.0513242775789,1
230.90169943749476,1
234.43279255020147,1
237.63066800438628,1
240.48270524660188,1
242.97764858882516,1
245.10565162951536,1
246.85831611286315,1
248.22872507286888,1
249.21147013144773,1
249.80267284282715,1
250.0,1
249.80267284282715,1
249.21147013144775,1
248.2287250728689,1
246.8583161128632,1
245.1056516295153,1
242.9776485888251,1
240.48270524660197,1
237.63066800438637,1
234.43279255020155,1
230.9016994374948,1
227.051324277579,1
222.89686274214125,1
218.454710592869,1
213.74239897486916,1
208.7785252292475,1
203.5826794978996,1
198.17536741017148,1
192.57792915650725,1
186.81245526846783,0
180.9016994374948,0
174.86898871648555,0
168.73813145857258,0
162.5333233564306,0
156.27905195293155,0
150.00000000000023,0
143.7209480470686,0
137.46667664356954,0
131.26186854142753,0
125.13101128351454,0
119.09830056250514,0
113.18754473153211,0
107.42207084349268,-1
101.82463258982848,-1
96.41732050210038,-1
91.22147477075276,-1
86.25760102513112,-1
81.54528940713124,-1
77.1031372578587,-1
72.94867572242097,-1
69.09830056250519,-1
65.56720744979845,-1
62.36933199561364,-1
59.51729475339805,-1
57.02235141117488,-1
54.89434837048466,-1
53.14168388713691,-1
51.77127492713109,-1
50.7885298685522,-1
50.19732715717284,-1
50.0,-1
50.19732715717284,-1
50.78852986855223,-1
51.77127492713113,-1
53.141683887136864,-1
54.89434837048461,-1
57.02235141117484,-1
59.517294753398005,-1
62.36933199561375,-1
65.56720744979857,-1
69.09830056250532,-1
72.94867572242111,-1
77.10313725785886,-1
81.54528940713112,-1
86.25760102513101,-1
91.22147477075262,-1
96.41732050210024,-1
101.82463258982835,-1
107.42207084349258,-1
113.18754473153234,0
119.09830056250536,0
125.1310112835146,0
131.26186854142756,0
137.46667664356957,0
143.72094804706862,0
149.99999999999991,0
156.27905195293124,0
162.5333233564303,0
168.7381314585723,0
174.86898871648526,0
180.90169943749484,0
186.81245526846783,0
192.5779291565073,1
198.17536741017156,1
203.5826794978996,1
208.77852522924724,1
213.74239897486888,1
218.4547105928688,1
222.89686274214105,1
227.0513242775788,1
230.9016994374948,1
234.43279255020155,1
237.6306680043864,1
240.48270524660197,1
242.9776485888251,1
245.1056516295153,1
246.8583161128631,1
248.22872507286883,1
249.21147013144773,1
249.80267284282715,1
250.0,1
249.8026728428272,1
249.21147013144775,1
248.2287250728689,1
246.85831611286312,1
245.10565162951548,1
242.9776485888252,1
240.48270524660185,1
237.63066800438645,1
234.43279255020144,1
230.90169943749493,1
227.05132427757889,1
222.8968627421414,1
218.45471059286888,1
213.74239897486927,1
208.77852522924735,1
203.58267949790005,1
198.17536741017165,1
192.5779291565071,1
186.812455268468,0
180.90169943749464,0
174.86898871648577,0
168.73813145857244,0
162.5333233564308,0
156.27905195293138,0
150.00000000000043,0
143.7209480470688,0
137.46667664356974,0
131.26186854142773,0
125.1310112835144,0
119.0983005625055,0
113.18754473153214,0
107.42207084349305,-1
101.8246325898285,-1
96.4173205021007,-1
91.22147477075276,-1
86.25760102513114,-1
81.54528940713125,-1
77.10313725785873,-1
72.94867572242121,-1
69.0983005625052,-1
65.56720744979864,-1
62.36933199561364,-1
59.51729475339822,-1
57.02235141117488,-1
54.89434837048466,-1
53.14168388713691,-1
51.77127492713116,-1
50.78852986855226,-1
50.19732715717284,-1
50.00000000000003,-1
50.19732715717285,-1
50.788529868552175,-1
51.77127492713113,-1
53.141683887136864,-1
54.89434837048461,-1
57.02235141117482,-1
59.51729475339799,-1
62.36933199561355,-1
65.56720744979837,-1
69.0983005625053,-1
72.94867572242086,-1
77.10313725785885,-1
81.54528940713112,-1
86.257601025131,-1
91.22147477075262,-1
96.41732050210024,-1
101.82463258982833,-1
107.42207084349256,-1
113.18754473153196,0
119.098300562505,0
125.13101128351455,0
131.26186854142753,0
137.46667664356954,0
143.7209480470686,0
149.99999999999991,0
156.2790519529312,0
162.53332335643026,0
168.73813145857227,0
174.86898871648526,0
180.90169943749447,0
186.81245526846783,0
192.57792915650728,1
198.1753674101715,1
203.5826794978996,1
208.77852522924724,1
213.74239897486888,1
218.45471059286876,1
222.89686274214105,1
227.0513242775788,1
230.9016994374948,1
234.43279255020155,1
237.6306680043864,1
240.48270524660197,1
242.9776485888251,1
245.1056516295153,1
246.8583161128631,1
248.22872507286883,1
249.21147013144773,1
249.8026728428272,1
250.0,1
249.8026728428272,1
249.21147013144773,1
248.22872507286888,1
246.85831611286315,1
245.1056516295154,1
242.9776485888252,1
240.482705246602,1
237.63066800438628,1
234.43279255020164,1
230.9016994374947,1
227.05132427757917,1
222.8968627421412,1
218.45471059286888,1
213.74239897486905,1
208.7785252292474,1
203.5826794978998,1
198.17536741017136,1
192.57792915650745,1
186.8124552684677,0
180.901699437495,0
174.86898871648546,0
168.7381314585728,0
162.53332335643046,0
156.2790519529314,0
150.0000000000001,0
143.72094804706845,0
137.46667664356977,0
131.2618685414274,0
125.13101128351477,0
119.0983005625052,0
113.18754473153253,0
107.42207084349276,-1
101.82463258982882,-1
96.4173205021004,-1
91.22147477075252,-1
86.25760102513115,-1
81.54528940713101,-1
77.10313725785899,-1
72.948675722421,-1
69.09830056250541,-1
65.56720744979847,-1
62.36933199561382,-1
59.51729475339808,-1
57.02235141117502,-1
54.89434837048466,-1
53.14168388713682,-1
51.77127492713116,-1
50.78852986855222,-1
50.19732715717285,-1
50.000000000000014,-1
50.19732715717282,-1
50.78852986855223,-1
51.771274927131046,-1
53.14168388713685,-1
54.894348370484494,-1
57.02235141117481,-1
59.51729475339812,-1
62.369331995613535,-1
65.56720744979853,-1
69.09830056250507,-1
72.94867572242107,-1
77.10313725785859,-1
81.5452894071311,-1
86.2576010251307,-1
91.2214747707526,-1
96.41732050210052,-1
101.8246325898283,-1
107.42207084349286,-1
113.18754473153196,0
119.0983005625053,0
125.1310112835142,0
131.26186854142753,0
137.46667664356917,0
143.7209480470686,0
